"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
48129-00045,어린이공원181,어린이공원,,경상남도 창원시 진해구 용원동 1338-4,35.0869199016,128.810131,5126.9,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00046,어린이공원182,어린이공원,,경상남도 창원시 진해구 용원동 1339-4,35.087514,128.813509,3023,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00047,어린이공원183,어린이공원,,경상남도 창원시 진해구 용원동 1341-3,35.090382,128.815017,4785.1,,,,,,2006-08-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00048,소공원7,소공원,,경상남도 창원시 진해구 남양동 407,35.116049,128.780329,4612.1,,,,,,2006-11-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00049,제1근린공원,근린공원,,경상남도 창원시 진해구 남문동 1257,35.1047098773,128.750219,14129.7,,,,,,2007-02-13,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00050,제2근린공원,근린공원,,경상남도 창원시 진해구 남문동 1289,35.104788,128.754499,18115,,,,,,2007-02-13,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00051,제3근린공원,근린공원,,경상남도 창원시 진해구 남문동 1297,35.102936,128.762397,12497,,,,,,2007-02-13,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00052,어린이공원190,어린이공원,,경상남도 창원시 진해구 남문동 1200,35.109454,128.747513,3180.2,,,,,,2007-02-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00053,어린이공원191,어린이공원,,경상남도 창원시 진해구 남문동 1238,35.107375,128.751264,4489.8,,,,,,2007-02-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00054,어린이공원192,어린이공원,,경상남도 창원시 진해구 남문동 1219,35.109655,128.753682,2680.2,,,,,,2007-02-15,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00055,흰돌메공원,근린공원,,경상남도 창원시 진해구 남문동 산4-2,35.100942,128.770937,32000,,,,,,2008-06-05,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00056,에너지과학공원,문화공원,경상남도 창원시 진해구 천자로 160,경상남도 창원시 진해구 덕산동 산 2,35.141299,128.6883001720,111980,,,,,,2008-06-05,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00057,소공원24,소공원,경상남도 창원시 진해구 대야남로62번길 1,경상남도 창원시 진해구 태백동 10-30,35.154608,128.6714798964,6683.3,,,,,,2008-07-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00058,초록오름1공원,근린공원,,경상남도 창원시 진해구 용원동 1336-7,35.089273,128.806143,12170,,,,,,2008-12-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00059,이동레포츠공원,체육공원,,경상남도 창원시 진해구 이동 666,35.147672,128.694622,15156.3,,,,,,2009-09-10,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00060,어린이공원212,어린이공원,,경상남도 창원시 진해구 남문동 1284,35.104739,128.760306,1729.9,,,,,,2010-09-07,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00061,장천체육 공원,체육공원,,경상남도 창원시 진해구 장천동 산1-300,35.128567,128.719252,49000,,,,,,2011-11-21,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00062,근린공원74,근린공원,,경상남도 창원시 진해구 풍호동 305-25,35.134021,128.703806,6583,,,,,,2012-09-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00063,벚꽃공원,문화공원,,경상남도 창원시 진해구 장천동 175-1,35.123465,128.7080603340,37462,,,,,,2012-11-08,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00064,어린이공원217,어린이공원,,경상남도 창원시 진해구 남문동 1292,35.10459988,128.756348,3078.1,,,,,,2012-12-06,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00065,소공원67,소공원,,경상남도 창원시 진해구 안골동 산64,35.088942,128.795244,2860,,,,,,2014-12-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00066,소공원68,소공원,,경상남도 창원시 진해구 안골동 산59,35.090843,128.7925503859,2140,,,,,,2014-12-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00067,덕주공원,문화공원,,경상남도 창원시 진해구 경화동 1334-2,35.159789,128.685109,598.4,,,,,,2014-12-30,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00068,어린이공원221,어린이공원,,경상남도 창원시 진해구 명동 산104,35.095043,128.734661,6772,,,,,,2015-06-17,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00069,소공원69,소공원,,경상남도 창원시 진해구 명동 54,35.0969603416,128.734469,1113,,,,,,2015-06-17,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00070,어린이공원222,어린이공원,,경상남도 창원시 진해구 두동 290,35.126593,128.806266,1795.5,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00071,어린이공원223,어린이공원,,경상남도 창원시 진해구 두동 373,35.123195,128.804094,1815,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00072,어린이공원224,어린이공원,,경상남도 창원시 진해구 두동 750,35.123879,128.801349,1789.5,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00073,소공원70,소공원,,경상남도 창원시 진해구 두동 120,35.126727,128.810075,10171.2,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00074,소공원71,소공원,,경상남도 창원시 진해구 두동 319,35.125052,128.808408,2071.2,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00075,소공원72,소공원,,경상남도 창원시 진해구 두동 457-1,35.121928,128.805949,2761.5,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00076,소공원73,소공원,,경상남도 창원시 진해구 두동 1042,35.120668,128.796132,2834.3,,,,,,2015-06-25,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00077,소공원76,소공원,,경상남도 창원시 진해구 죽곡동 산106,35.107414,128.721098,2585,,,,,,2015-12-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00078,소공원77,소공원,,경상남도 창원시 진해구 죽곡동 산113-1,35.105507,128.719138,2983,,,,,,2015-12-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00079,소공원78,소공원,,경상남도 창원시 진해구 죽곡동 산99,35.109042,128.724677,1345,,,,,,2015-12-03,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00080,소공원82,소공원,,경상남도 창원시 진해구 자은동 143-3,35.154514,128.713159,670.1,,,,,,2016-04-04,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00081,진해해변 공원,문화공원,경상남도 창원시 진해구 진희로 142,경상남도 창원시 진해구 경화동 1007-14,35.147195,128.684297,24172,,,,,,2016-06-02,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00082,소공원90,소공원,경상남도 창원시 진해구 충장로305번길 34,경상남도 창원시 진해구 경화동 664,35.156469,128.685389,2760,,,,,,2017-01-13,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00083,소공원91,소공원,경상남도 창원시 진해구 경화로34번길 5-1,경상남도 창원시 진해구 경화동 690,35.156554,128.686757,2305,,,,,,2017-01-13,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00084,근린공원91,근린공원,,경상남도 창원시 진해구 태백동 산 52-105,35.159486,128.668573,29382,,,,,,2018-01-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00085,근린공원92,근린공원,경상남도 창원시 진해구 여좌로 32,경상남도 창원시 진해구 여좌동 924-1,35.158055,128.666869,22811,,,,,,2018-01-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00086,소공원102,소공원,경상남도 창원시 진해구 여좌로 32,경상남도 창원시 진해구 여좌동 924-1,35.158055,128.666869,2934,,,,,,2018-01-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00087,소공원103,소공원,경상남도 창원시 진해구 여좌로 32,경상남도 창원시 진해구 여좌동 924-1,35.158055,128.666869,3679,,,,,,2018-01-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00088,소공원104,소공원,경상남도 창원시 진해구 여좌로 32,경상남도 창원시 진해구 여좌동 924-1,35.158055,128.666869,4593,,,,,,2018-01-11,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00089,어린이공원234,어린이공원,,경상남도 창원시 진해구 이동 552-10,35.151443,128.690847,1600,,,,,,2018-09-21,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00090,소공원109,소공원,,경상남도 창원시 진해구 태백동 55-16,35.166291,128.658858,4902,,,,,,2019-12-18,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00091,공원85,근린공원,,경상남도 창원시 진해구 안골동 산35,35.091938,128.805336,10865,,,,,,2021-05-27,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00092,공원93,소공원,,경상남도 창원시 진해구 안골동 45,35.090823,128.804865,1178,,,,,,2021-05-27,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00093,공원94,소공원,,경상남도 창원시 진해구 안골동 35,35.091044,128.806194,818,,,,,,2021-05-27,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00094,어린이공원241,어린이공원,,경상남도 창원시 진해구 장천동 572-3,35.129496,128.701264,3844,,,,,,2021-12-31,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00095,소공원121,소공원,,경상남도 창원시 진해구 풍호동 414-1,35.133961,128.699925,510,,,,,,2021-12-31,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00096,소공원122,소공원,,경상남도 창원시 진해구 풍호동 414-9,35.13379952,128.699073,2967,,,,,,2021-12-31,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00097,소공원123,소공원,,경상남도 창원시 진해구 장천동 555-1,35.130921,128.700236,968,,,,,,2021-12-31,경상남도 창원시 진해구청,055-548-4501,2024-04-05
48129-00098,용원체육공원,체육공원,,경상남도 창원시 진해구 용원동 1335,35.09127172,128.8265902,32334,,,,,,2022-03-17,경상남도 창원시 진해구청,055-548-4501,2024-04-05
